timestamp,user,text
2025-10-28T11:47:01.877654,pruthvi,hello eveyrone
2025-10-28T11:47:13.873178,alice,hello pruthvi
2025-10-28T17:39:58.978020,ravi,hi
2025-10-28T17:41:59.530965,ravi,helo
2025-10-28T17:42:00.617531,ravi,helo
