timestamp,user,original_filename,size,path
2025-10-28T11:56:34.012038,pruthvi,example.txt,62,uploads\1761652594_pruthvi_example.txt
2025-10-28T17:46:16.346168,ravi,example1.txt,38,uploads\1761673576_ravi_example1.txt
